id,utility_on_time_ratio,utility_missed_payment_rate,utility_amount_volatility,utility_observation_months,telecom_recharge_regularity,telecom_account_tenure_months,telecom_failed_payment_rate,wallet_inflow_regularity,wallet_outflow_volatility,wallet_balance_stability,wallet_failed_transaction_rate,bill_payment_consistency,simulated_repayment_ratio,simulated_days_late_average,cash_flow_coverage,income_stability,expense_volatility,negative_balance_days,account_age_months,data_completeness,synthetic_audit_group,simulated_repayment_success
synthetic-00479,0.5568,0.0744,0.3922,12,0.5391,42,0.1342,0.4203,,,0.0527,0.455,0.5204,7,0.4328,0.5058,0.3393,6,48,0.9,Synthetic Region Group C,0
synthetic-00480,0.5412,0.1307,0.326,7,0.61,54,0.0867,0.6422,0.4034,0.6048,0.0918,0.6415,,,0.5127,0.543,0.4352,4,49,0.9,Synthetic Region Group D,0
synthetic-00481,0.7425,0.061,0.1944,12,,,,0.7902,0.2997,0.8551,0.0534,0.8324,0.7741,0,0.8405,0.8658,0.2694,0,62,0.85,Synthetic Region Group A,1
synthetic-00482,0.6752,0.0388,0.247,12,0.7167,52,0.0482,0.7125,0.3847,0.5812,0.026,0.7406,0.5856,2,0.7125,0.662,0.2634,2,54,1,Synthetic Region Group B,1
synthetic-00483,0.565,0.0584,0.3363,12,0.5294,48,0.1121,0.5037,0.4325,0.4211,0.0899,0.5536,0.5144,7,0.5377,0.4225,0.3337,3,52,1,Synthetic Region Group C,0
synthetic-00484,0.6194,0.0636,0.4153,7,0.5485,54,0.1325,0.5193,,,0.0322,0.6553,0.624,4,0.6011,0.5733,0.4098,1,52,0.9,Synthetic Region Group D,1
synthetic-00485,0.8896,0.1156,0.2185,12,0.8153,67,0.0862,0.7477,0.2759,0.865,0.0922,0.8978,,,0.8315,0.8094,0.2274,0,63,0.9,Synthetic Region Group A,1
synthetic-00486,0.6566,0.1056,0.2817,12,0.681,51,0.0858,0.7066,0.331,0.645,0.0909,0.7391,0.6983,1,0.6617,0.6498,0.3543,3,61,1,Synthetic Region Group B,1
synthetic-00487,0.529,0.1593,0.3873,12,0.4232,48,0.0733,0.5124,0.4435,0.4499,0.1381,0.5779,0.575,4,0.5083,0.4742,0.3692,2,42,1,Synthetic Region Group C,1
synthetic-00488,0.5222,0.0782,0.4263,7,0.5974,56,0.0878,0.5181,,,0.1176,0.5233,,,0.576,0.5914,0.3698,0,55,0.8,Synthetic Region Group D,0
synthetic-00489,0.8955,0.0732,0.3268,12,0.8095,61,0.0668,0.7741,0.2642,0.8366,0.0798,0.8238,0.8547,1,0.9009,0.7518,0.2851,0,64,1,Synthetic Region Group A,1
synthetic-00490,0.6833,0.0732,0.3061,12,0.6414,59,0.0702,0.6058,0.366,0.7205,0.0416,0.7138,0.6293,3,0.6102,0.5942,0.3087,2,61,1,Synthetic Region Group B,1
synthetic-00491,0.4835,0.1414,0.4349,12,0.4664,51,0.1216,0.4581,0.3851,0.545,0.0848,0.4522,0.5343,3,0.4546,0.5298,0.369,2,50,1,Synthetic Region Group C,1
synthetic-00492,0.5512,0.0587,0.3443,7,0.5154,57,0.1276,,0.3752,0.6088,,0.5627,0.5846,6,0.6029,0.6461,0.3592,4,55,0.9,Synthetic Region Group D,1
synthetic-00493,0.7507,0.0717,0.2496,12,0.7611,65,0.0691,0.7618,0.3418,0.8928,0.1001,0.816,0.7455,0,0.8501,0.7981,0.2776,0,66,1,Synthetic Region Group A,1
synthetic-00494,0.627,0.0486,0.3077,12,0.6309,54,0.0572,,0.3245,0.6918,,0.6452,0.6295,4,0.7358,0.6386,0.2684,0,54,0.9,Synthetic Region Group B,1
synthetic-00495,0.5368,0.0845,0.3983,12,0.5709,46,0.0759,0.5432,0.4536,0.4209,0.0679,0.4829,0.5627,7,0.5147,0.5083,0.405,4,44,1,Synthetic Region Group C,0
synthetic-00496,0.5176,0.1296,0.2745,7,0.5929,50,0.05,,0.2777,0.5094,,0.5442,0.6313,1,0.6169,0.6067,0.3854,2,52,0.9,Synthetic Region Group D,1
synthetic-00497,0.7508,0.0529,0.3469,12,0.8489,64,0.0163,,0.2203,0.817,,0.8824,0.8471,0,0.7739,0.8586,0.327,0,70,0.9,Synthetic Region Group A,1
synthetic-00498,0.709,0.0399,0.3696,12,0.6098,60,0.0335,0.6488,0.3385,0.7176,0.1025,0.5836,0.6148,4,0.7098,0.6968,0.3031,3,54,1,Synthetic Region Group B,1
synthetic-00499,0.45,0.1475,0.3807,12,0.4608,46,0.0612,0.4293,0.3486,0.5263,0.0534,0.4335,0.4397,3,0.5803,0.4545,0.3859,5,43,1,Synthetic Region Group C,0
synthetic-00500,,,,,0.6442,53,0.0903,,,,,0.581,0.6457,3,0.5822,0.5159,0.3917,3,53,0.6,Synthetic Region Group D,1
synthetic-00501,0.8454,0.0684,0.1926,12,0.7609,61,0.036,0.8642,0.3361,0.8929,0.033,0.7697,0.7516,0,0.8045,0.7838,0.353,0,61,1,Synthetic Region Group A,1
synthetic-00502,0.5961,0.1297,0.4005,12,0.7238,61,0.0834,0.6064,0.3695,0.6785,0.0386,0.678,0.6348,3,0.6688,0.6979,0.3813,0,60,1,Synthetic Region Group B,1
synthetic-00503,0.4272,0.0929,0.3423,12,0.4502,53,0.1314,0.5246,0.3441,0.557,0.042,0.5054,0.5516,3,0.5643,0.5754,0.4419,2,43,1,Synthetic Region Group C,1
synthetic-00504,0.5051,0.0745,0.3227,7,0.627,55,0.1198,,0.3973,0.6413,,0.5483,,,0.5178,0.6461,0.3307,2,51,0.8,Synthetic Region Group D,0
synthetic-00505,0.7715,0.0683,0.2714,12,0.8867,69,0.0361,0.8268,0.2226,0.7649,0.0244,0.8406,,,0.8943,0.8386,0.3469,0,62,0.9,Synthetic Region Group A,1
synthetic-00506,0.637,0.0666,0.3519,12,0.6674,53,0.1121,0.7214,0.3798,0.6556,0.0208,0.6825,0.6015,3,0.7316,0.6975,0.3266,2,57,1,Synthetic Region Group B,1
synthetic-00507,0.4197,0.1148,0.3213,12,0.4742,48,0.0633,0.4474,0.3433,0.4956,0.0715,0.487,0.4231,7,0.4363,0.4813,0.4558,5,51,1,Synthetic Region Group C,0
synthetic-00508,,,,,0.6455,53,0.0658,,0.3523,0.5996,,,0.5256,4,,,,,56,0.45,Synthetic Region Group D,0
synthetic-00509,0.7459,0.0281,0.3348,12,0.8997,58,0.0125,0.7719,0.2101,0.7497,0.0535,0.7546,0.743,1,0.8082,0.8152,0.248,0,63,1,Synthetic Region Group A,1
synthetic-00510,0.6215,0.0967,0.3782,12,0.7078,58,0.1114,0.6411,0.3181,0.7316,0.0774,0.6823,0.6706,0,0.6996,0.5956,0.3528,0,56,1,Synthetic Region Group B,1
synthetic-00511,0.4397,0.0837,0.3501,12,0.4977,52,0.0631,,,,,0.4511,0.4761,6,0.5129,0.464,0.3069,5,46,0.8,Synthetic Region Group C,0
synthetic-00512,0.5646,0.1184,0.3788,7,0.4994,47,0.0586,,0.3757,0.5293,,0.5205,0.5797,3,0.6349,0.5264,0.3858,4,53,0.9,Synthetic Region Group D,1
synthetic-00513,0.7702,0.106,0.2459,12,0.8595,67,0.0467,0.7417,0.3549,0.756,0.0595,0.8827,0.7949,0,0.8436,0.7636,0.321,0,62,1,Synthetic Region Group A,1
synthetic-00514,0.6652,0.0884,0.3306,12,0.7069,60,0.123,0.7325,0.3305,0.6501,0.1004,0.6578,0.5945,2,0.592,0.589,0.2782,1,60,1,Synthetic Region Group B,1
synthetic-00515,0.4855,0.0732,0.3047,12,0.4402,50,0.0596,0.5489,0.3895,0.5289,0.0485,0.5172,0.5352,7,0.4699,0.4981,0.422,3,50,1,Synthetic Region Group C,0
synthetic-00516,0.6131,0.0608,0.4025,7,0.5113,55,0.0507,0.6427,,,0.0733,0.5878,,,0.6485,0.5379,0.3315,1,52,0.8,Synthetic Region Group D,0
synthetic-00517,0.7936,0.0678,0.304,12,0.7726,67,0.0971,0.8697,0.2299,0.8909,0.0903,0.8793,0.7607,0,0.9004,0.8593,0.3303,0,63,1,Synthetic Region Group A,1
synthetic-00518,0.646,0.0736,0.2837,12,0.5878,57,0.0943,0.6643,0.2584,0.6477,0.0181,0.6401,0.6936,4,0.6648,0.7256,0.3045,1,56,1,Synthetic Region Group B,1
synthetic-00519,0.4359,0.061,0.341,12,0.4482,51,0.1385,0.4657,0.3144,0.424,0.0801,0.4204,0.4959,3,0.4607,0.5051,0.3405,4,51,1,Synthetic Region Group C,0
synthetic-00520,,,,,0.5404,50,0.0466,0.6044,,,0.084,0.514,,,0.6149,0.6296,0.366,0,53,0.6,Synthetic Region Group D,0
synthetic-00521,0.8595,0.0925,0.3468,12,,,,0.7533,0.3396,0.8185,0.0983,0.8404,0.8441,0,0.7883,0.7827,0.3301,0,70,0.85,Synthetic Region Group A,1
synthetic-00522,0.6481,0.1157,0.3426,12,0.6877,58,0.1201,,0.2688,0.7081,,0.6707,0.6165,1,0.7244,0.6511,0.3916,0,61,0.9,Synthetic Region Group B,1
synthetic-00523,0.5016,0.1114,0.4259,12,0.5144,43,0.0642,0.5225,0.3578,0.5202,0.0905,0.5572,0.4936,7,0.4555,0.5097,0.3448,4,45,1,Synthetic Region Group C,0
synthetic-00524,0.66,0.0712,0.3407,7,0.6575,50,0.0793,,,,,0.5181,0.5617,2,0.6555,0.6227,0.3501,1,54,0.8,Synthetic Region Group D,1
synthetic-00525,0.8302,0.0777,0.3298,12,0.7798,67,0.0154,0.7788,0.1957,0.7396,0.0833,0.8216,0.8099,0,0.8967,0.827,0.3156,0,65,1,Synthetic Region Group A,1
synthetic-00526,0.605,0.1308,0.31,12,0.6231,54,0.0405,0.6006,,,0.0514,,,,,,,,53,0.55,Synthetic Region Group B,0
synthetic-00527,0.432,0.1577,0.4179,12,0.4792,52,0.0736,0.5363,0.458,0.4476,0.1297,0.4876,0.4281,4,0.5378,0.5069,0.4224,3,50,1,Synthetic Region Group C,0
synthetic-00528,0.5227,0.0467,0.3371,7,0.6336,57,0.0838,0.559,,,0.079,0.5668,,,0.6427,0.5837,0.2782,0,54,0.8,Synthetic Region Group D,0
synthetic-00529,0.8256,0.0309,0.2508,12,0.7653,58,0.0821,0.8636,0.2191,0.8261,0.0683,0.7775,0.7576,0,0.8375,0.8383,0.2961,0,63,1,Synthetic Region Group A,1
synthetic-00530,0.6604,0.064,0.2884,12,0.6798,57,0.1019,0.6637,0.3319,0.6029,0.0352,0.6274,0.5875,1,0.7055,0.7066,0.268,3,57,1,Synthetic Region Group B,1
synthetic-00531,0.4747,0.0583,0.4399,12,0.5291,50,0.0985,0.4325,0.369,0.4799,0.0389,0.4208,0.519,3,0.5541,0.5369,0.3292,5,45,1,Synthetic Region Group C,1
synthetic-00532,0.5325,0.1062,0.3333,7,0.5091,51,0.1151,,,,,0.5433,,,0.6187,0.5019,0.4286,3,50,0.7,Synthetic Region Group D,0
synthetic-00533,0.8134,0.0734,0.2449,12,0.8328,64,0.0707,0.7557,0.2785,0.8114,0.0004,0.8985,0.8681,0,0.876,0.8931,0.3086,0,69,1,Synthetic Region Group A,1
synthetic-00534,0.7183,0.0925,0.3995,12,0.6993,57,0.0433,,0.2511,0.7023,,0.6801,0.6782,1,0.6455,0.621,0.2856,1,57,0.9,Synthetic Region Group B,1
synthetic-00535,0.5268,0.0591,0.3598,12,0.4423,51,0.0561,0.5075,0.4207,0.4815,0.0899,0.5136,0.5076,4,0.5568,0.48,0.3436,2,49,1,Synthetic Region Group C,1
synthetic-00536,0.5007,0.1076,0.2872,7,0.5761,55,0.1269,,,,,0.5862,,,0.5658,0.5354,0.3569,3,54,0.7,Synthetic Region Group D,0
synthetic-00537,0.8026,0.0186,0.2891,12,0.7789,68,0.0833,0.7417,0.201,0.7691,0.0941,0.7493,0.8501,0,0.8647,0.7424,0.1999,0,66,1,Synthetic Region Group A,1
synthetic-00538,0.6588,0.0923,0.3775,12,0.6661,58,0.0395,0.6622,,,0.0677,0.6208,,,0.7108,0.6249,0.3199,0,53,0.8,Synthetic Region Group B,1
synthetic-00539,0.4964,0.0783,0.3168,12,0.4583,51,0.0608,0.5317,0.3973,0.4832,0.0568,0.5642,0.4782,4,0.5504,0.4865,0.3558,1,50,1,Synthetic Region Group C,1
synthetic-00540,0.5827,0.1023,0.4259,7,0.5281,54,0.0433,,0.2913,0.5555,,0.5544,,,0.649,0.5502,0.4298,4,54,0.8,Synthetic Region Group D,0
synthetic-00541,0.8082,0.0815,0.2934,12,0.792,63,0.0962,0.8052,0.198,0.7473,0.1017,0.7548,,,0.7565,0.8113,0.2266,0,67,0.9,Synthetic Region Group A,1
synthetic-00542,0.636,0.1334,0.2793,12,0.7362,53,0.0449,0.6794,0.3142,0.7179,0.049,0.6199,0.6385,1,0.7267,0.7012,0.3288,2,59,1,Synthetic Region Group B,1
synthetic-00543,0.4552,0.0882,0.3994,12,0.4755,45,0.1121,,0.4593,0.5271,,0.4618,,,0.4946,0.5277,0.4322,2,47,0.8,Synthetic Region Group C,0
synthetic-00544,,,,,0.5996,48,0.0681,,,,,0.5048,,,0.5262,0.5705,0.4008,3,48,0.5,Synthetic Region Group D,0
synthetic-00545,0.8029,0.0846,0.204,12,0.884,67,0.0882,0.7653,0.2298,0.8553,0.0955,0.7697,0.8388,1,0.8951,0.8506,0.2658,0,61,1,Synthetic Region Group A,1
synthetic-00546,0.6331,0.0747,0.3749,12,0.7138,51,0.0422,0.6533,0.3884,0.6531,0.0904,0.5994,0.6443,2,0.5998,0.617,0.3025,0,54,1,Synthetic Region Group B,1
synthetic-00547,0.4707,0.1086,0.3139,12,0.5539,47,0.1352,0.5108,0.3352,0.4898,0.1269,0.4893,0.5496,4,0.5085,0.4368,0.3297,3,45,1,Synthetic Region Group C,0
synthetic-00548,0.6544,0.0526,0.3999,7,0.5263,57,0.0983,0.5713,0.3201,0.6555,0.1271,0.516,,,0.609,0.526,0.3518,0,49,0.9,Synthetic Region Group D,1
synthetic-00549,0.8734,0.0826,0.3453,12,0.7975,64,0.0721,0.8768,0.2259,0.8852,0.0628,0.7608,0.7486,1,0.7435,0.8149,0.3162,0,62,1,Synthetic Region Group A,1
synthetic-00550,0.5871,0.1282,0.2685,12,0.6079,54,0.0815,0.5886,0.3981,0.6685,0.0552,,0.5816,0,,,,,53,0.75,Synthetic Region Group B,1
synthetic-00551,0.5521,0.0755,0.3032,12,0.433,53,0.0915,0.5703,0.4623,0.4415,0.0563,0.5766,0.4457,3,0.4998,0.514,0.3307,6,51,1,Synthetic Region Group C,0
synthetic-00552,0.6303,0.1276,0.4107,7,0.6021,48,0.0778,0.5068,,,0.0256,,0.5322,5,,,,,51,0.65,Synthetic Region Group D,0
synthetic-00553,0.7616,0.0211,0.2976,12,0.8047,67,0.064,0.8805,0.3062,0.8917,0.0343,0.8754,0.8281,0,0.7511,0.8049,0.3396,0,64,1,Synthetic Region Group A,1
synthetic-00554,0.6151,0.1341,0.278,12,0.6328,56,0.121,0.6448,0.3456,0.6876,0.0139,0.5958,0.5936,2,0.6089,0.7392,0.251,0,59,1,Synthetic Region Group B,1
synthetic-00555,0.5014,0.0898,0.3242,12,0.5563,53,0.0935,0.5103,0.3177,0.5285,0.0658,0.4528,0.4417,6,0.4283,0.5201,0.3498,4,43,1,Synthetic Region Group C,0
synthetic-00556,0.6236,0.0946,0.3461,7,0.6017,51,0.0895,,,,,0.546,0.5126,5,0.5296,0.6421,0.423,2,49,0.8,Synthetic Region Group D,1
synthetic-00557,0.8803,0.0937,0.1973,12,0.7796,65,0.1015,0.7741,0.2923,0.8121,0.0496,0.7453,0.8034,0,0.7723,0.8398,0.2278,0,70,1,Synthetic Region Group A,1
synthetic-00558,0.707,0.1197,0.3458,12,0.6844,54,0.1197,,0.4091,0.5869,,0.6501,0.6793,3,0.7113,0.6518,0.3133,2,54,0.9,Synthetic Region Group B,1
synthetic-00559,0.5481,0.0684,0.4138,12,0.4716,51,0.0681,0.5087,0.4342,0.4593,0.0574,0.474,0.4687,5,0.5039,0.5768,0.3899,3,44,1,Synthetic Region Group C,1
synthetic-00560,0.5997,0.1371,0.2729,7,0.6583,52,0.0995,,0.4037,0.5837,,0.5888,,,0.5604,0.5652,0.3184,3,57,0.8,Synthetic Region Group D,0
synthetic-00561,0.8278,0.032,0.286,12,0.7935,63,0.078,0.8129,0.321,0.8039,0.0656,0.8846,0.7867,0,0.8047,0.757,0.2197,0,67,1,Synthetic Region Group A,1
synthetic-00562,0.7278,0.1272,0.2928,12,0.7038,55,0.0965,0.681,0.2507,0.6025,0.0385,0.6255,0.6247,1,0.6751,0.7308,0.2674,1,54,1,Synthetic Region Group B,1
synthetic-00563,0.5485,0.0795,0.4177,12,0.4898,44,0.1105,,0.4398,0.5121,,0.4447,0.5105,5,0.4472,0.4426,0.4629,3,42,0.9,Synthetic Region Group C,1
synthetic-00564,0.5646,0.1406,0.3781,7,0.6516,57,0.0442,0.5523,,,0.094,0.6085,,,0.5856,0.5798,0.4088,2,50,0.8,Synthetic Region Group D,0
synthetic-00565,0.7492,0.0868,0.3444,12,0.7427,68,0.0787,0.8842,0.2151,0.8069,0.0186,0.8786,0.8392,0,0.8439,0.786,0.2857,0,68,1,Synthetic Region Group A,1
synthetic-00566,0.5959,0.1345,0.3718,12,0.581,51,0.0603,0.6567,0.3985,0.6869,0.107,0.624,0.6839,2,0.5932,0.6988,0.4045,0,57,1,Synthetic Region Group B,1
synthetic-00567,0.5222,0.1384,0.3338,12,0.4211,48,0.0547,0.5756,0.4075,0.5085,0.0862,0.4931,0.5391,3,0.5434,0.5736,0.4606,2,45,1,Synthetic Region Group C,1
synthetic-00568,0.5716,0.0617,0.3094,7,0.6536,48,0.0689,0.621,,,0.0515,0.611,,,0.5395,0.5249,0.3072,1,55,0.8,Synthetic Region Group D,0
synthetic-00569,0.8348,0.06,0.2986,12,0.8586,65,0.0871,0.7449,0.2988,0.7414,0.0081,0.8541,0.8636,0,0.7438,0.8488,0.327,0,68,1,Synthetic Region Group A,1
synthetic-00570,0.5846,0.1302,0.2581,12,,,,0.7096,0.3012,0.7182,0.0588,0.7166,0.6523,1,0.6355,0.6944,0.3926,0,53,0.85,Synthetic Region Group B,1
synthetic-00571,0.4783,0.1266,0.3336,12,0.5284,48,0.0667,0.4457,0.4277,0.4974,0.0831,0.5582,0.533,4,0.4398,0.5389,0.3449,5,50,1,Synthetic Region Group C,0
synthetic-00572,0.5538,0.13,0.372,7,0.5914,54,0.0668,,0.4048,0.5925,,0.5338,,,0.5817,0.579,0.3426,0,52,0.8,Synthetic Region Group D,0
synthetic-00573,0.8411,0.0809,0.1916,12,0.9,64,0.0396,0.882,0.2387,0.8925,0.0501,0.8174,0.8406,0,0.8234,0.8664,0.3568,0,70,1,Synthetic Region Group A,1
synthetic-00574,0.6707,0.1031,0.257,12,0.6902,61,0.0308,0.5856,0.304,0.6141,0.0781,0.7082,0.6894,1,0.727,0.6153,0.391,0,59,1,Synthetic Region Group B,1
synthetic-00575,0.5701,0.0975,0.3458,12,0.4339,45,0.0588,0.4927,0.4299,0.4314,0.0592,0.5431,0.5394,3,0.538,0.4444,0.4586,6,43,1,Synthetic Region Group C,0
synthetic-00576,0.5222,0.1017,0.2665,7,0.5494,55,0.1056,0.5506,0.2955,0.6172,0.0365,0.6157,,,0.6588,0.5619,0.3246,0,54,0.9,Synthetic Region Group D,1
synthetic-00577,0.8326,0.077,0.264,12,0.8834,61,0.0298,0.864,0.2048,0.8658,0.041,0.8138,,,0.7923,0.8352,0.2735,0,62,0.9,Synthetic Region Group A,1
synthetic-00578,0.6708,0.1059,0.4005,12,0.6679,54,0.0517,0.6833,0.3418,0.6302,0.0439,0.5816,0.6428,0,0.7266,0.7354,0.3933,0,55,1,Synthetic Region Group B,1
synthetic-00579,0.4658,0.0589,0.4056,12,0.5384,49,0.0614,0.512,0.456,0.5224,0.0942,0.5354,0.4519,2,0.4459,0.4552,0.4213,5,47,1,Synthetic Region Group C,0
synthetic-00580,0.5883,0.0638,0.3113,7,0.6166,53,0.1032,,,,,0.611,0.6554,1,0.6504,0.5798,0.32,0,52,0.8,Synthetic Region Group D,1
synthetic-00581,0.8453,0.0258,0.2866,12,0.8528,68,0.1007,,0.2836,0.9001,,0.8826,0.8912,0,0.748,0.7581,0.2174,0,63,0.9,Synthetic Region Group A,1
synthetic-00582,0.5854,0.0884,0.2776,12,0.5839,55,0.0683,0.6444,0.2756,0.7277,0.0152,0.7161,0.6108,2,0.6784,0.6805,0.33,0,61,1,Synthetic Region Group B,1
synthetic-00583,0.4226,0.1225,0.2949,12,0.5023,52,0.0954,0.5197,0.3671,0.5304,0.1177,0.5176,0.5334,7,0.4478,0.4956,0.3566,3,49,1,Synthetic Region Group C,0
synthetic-00584,0.6322,0.1258,0.3805,7,0.5072,55,0.1126,,0.313,0.6113,,0.6115,0.507,5,0.6007,0.6021,0.3174,3,53,0.9,Synthetic Region Group D,1
synthetic-00585,0.8155,0.0591,0.317,12,0.7811,69,0.0457,0.8685,0.2578,0.7435,0.0822,0.8522,,,0.9006,0.8469,0.2544,0,70,0.9,Synthetic Region Group A,1
synthetic-00586,0.7238,0.1271,0.3324,12,0.719,57,0.0631,,0.3588,0.6743,,0.6075,0.5996,3,0.6852,0.665,0.2821,1,58,0.9,Synthetic Region Group B,1
synthetic-00587,0.4556,0.0722,0.3523,12,0.4723,49,0.1158,0.4658,0.3865,0.5116,0.0991,0.4254,0.4277,7,0.4332,0.4494,0.3624,4,43,1,Synthetic Region Group C,0
synthetic-00588,,,,,0.6423,47,0.09,,0.3706,0.5808,,0.6377,0.5143,6,0.5539,0.5306,0.3922,2,50,0.7,Synthetic Region Group D,0
synthetic-00589,0.7738,0.1007,0.3271,12,0.7487,69,0.0113,0.8446,0.3515,0.8778,0.025,0.8883,0.7553,0,0.8265,0.7672,0.2657,0,62,1,Synthetic Region Group A,1
synthetic-00590,0.6573,0.0624,0.3348,12,0.6168,50,0.1199,0.6862,0.3634,0.6335,0.089,0.6608,0.6152,2,0.5819,0.6198,0.3549,0,59,1,Synthetic Region Group B,1
synthetic-00591,0.4928,0.15,0.3238,12,0.4644,54,0.0535,,0.3535,0.4476,,0.5262,,,0.5519,0.4514,0.3096,3,50,0.8,Synthetic Region Group C,0
synthetic-00592,0.6159,0.0724,0.4056,7,0.5276,47,0.0597,0.5564,,,0.079,,,,,,,,49,0.55,Synthetic Region Group D,0
synthetic-00593,0.7443,0.0798,0.2803,12,0.8074,64,0.0856,0.8284,0.2818,0.7765,0.1023,0.8042,0.8149,0,0.7617,0.8895,0.2063,0,62,1,Synthetic Region Group A,1
synthetic-00594,0.672,0.095,0.2681,12,0.614,59,0.0577,,0.3331,0.7048,,0.6757,0.6341,3,0.6746,0.64,0.2694,2,56,0.9,Synthetic Region Group B,1
synthetic-00595,0.47,0.1161,0.42,12,0.5321,42,0.0777,0.509,0.3818,0.4701,0.0601,0.4651,0.4932,4,0.5743,0.5197,0.3931,2,46,1,Synthetic Region Group C,1
synthetic-00596,0.6166,0.1023,0.3636,7,0.6413,50,0.0981,0.632,0.4198,0.5989,0.1156,0.574,,,0.502,0.6562,0.3381,3,48,0.9,Synthetic Region Group D,0
synthetic-00597,0.8016,0.0222,0.2526,12,0.8113,64,0.0735,0.8249,,,0.0508,0.8448,0.8612,0,0.8354,0.8875,0.2699,0,65,0.9,Synthetic Region Group A,1
synthetic-00598,0.6046,0.0405,0.2876,12,0.7119,52,0.1104,0.6585,0.3692,0.7072,0.0688,0.7341,0.673,0,0.6755,0.6727,0.3795,2,55,1,Synthetic Region Group B,1
synthetic-00599,0.5205,0.1367,0.3845,12,0.4279,46,0.1388,0.454,0.3818,0.5717,0.0886,0.498,,,0.4778,0.5125,0.324,6,52,0.9,Synthetic Region Group C,0
synthetic-00600,0.643,0.057,0.311,7,0.5231,50,0.0714,,,,,0.6608,,,0.5335,0.6244,0.3492,4,53,0.7,Synthetic Region Group D,0
synthetic-00601,0.7594,0.0799,0.234,12,0.8193,65,0.0321,0.8725,0.2506,0.7485,0.0264,0.8776,0.8842,0,0.8733,0.8848,0.2723,0,61,1,Synthetic Region Group A,1
synthetic-00602,0.5827,0.1365,0.306,12,0.6691,51,0.0697,0.6281,0.3777,0.6442,0.0821,0.6701,0.6245,3,0.7222,0.6426,0.3355,1,59,1,Synthetic Region Group B,1
synthetic-00603,0.4828,0.0764,0.3307,12,0.5804,54,0.0698,,0.3812,0.4803,,0.4833,0.4958,4,0.4315,0.5023,0.4217,4,48,0.9,Synthetic Region Group C,0
synthetic-00604,0.5292,0.114,0.3475,7,0.5484,52,0.0633,0.5864,,,0.0901,0.6428,0.5478,3,0.5437,0.615,0.4117,0,51,0.9,Synthetic Region Group D,1
synthetic-00605,0.8138,0.0741,0.2021,12,0.8008,66,0.0492,0.7871,0.2681,0.8899,0.0294,0.8448,,,0.7593,0.8288,0.3145,0,70,0.9,Synthetic Region Group A,1
synthetic-00606,0.5819,0.0486,0.2993,12,0.721,57,0.107,0.6494,0.3241,0.6937,0.0926,0.6688,0.6195,2,0.6297,0.638,0.3767,1,56,1,Synthetic Region Group B,1
synthetic-00607,0.5396,0.0746,0.4152,12,0.5203,50,0.0759,0.4984,0.3773,0.5653,0.1001,0.4912,0.4831,7,0.5796,0.5409,0.3455,5,44,1,Synthetic Region Group C,1
synthetic-00608,0.6496,0.0639,0.2887,7,0.5748,47,0.0934,,0.3431,0.5939,,0.5632,0.5525,2,0.6136,0.5452,0.2943,2,50,0.9,Synthetic Region Group D,1
synthetic-00609,0.8911,0.0337,0.2438,12,0.7556,58,0.0904,0.7823,0.3028,0.8509,0.095,0.787,,,0.8347,0.7893,0.3402,0,62,0.9,Synthetic Region Group A,1
synthetic-00610,0.6815,0.044,0.3902,12,0.6289,52,0.1135,0.6331,0.3821,0.692,0.0752,0.6818,0.604,2,0.5909,0.6065,0.2523,2,52,1,Synthetic Region Group B,1
synthetic-00611,0.4832,0.0664,0.3501,12,0.464,49,0.0869,0.5776,0.3609,0.4881,0.0336,0.5669,0.5294,7,0.4593,0.464,0.326,3,47,1,Synthetic Region Group C,0
synthetic-00612,0.6532,0.1384,0.3762,7,0.5252,51,0.1301,,0.3793,0.5467,,0.59,0.5656,1,0.5668,0.5216,0.3987,1,49,0.9,Synthetic Region Group D,1
synthetic-00613,0.7421,0.0753,0.2787,12,0.7631,58,0.0995,0.8924,0.3046,0.8035,0.0631,0.7487,0.7606,0,0.7922,0.7525,0.3484,0,61,1,Synthetic Region Group A,1
synthetic-00614,0.6204,0.0624,0.2509,12,0.6523,55,0.1048,0.7274,0.3008,0.6986,0.0154,0.7116,0.7229,1,0.6928,0.617,0.3947,0,61,1,Synthetic Region Group B,1
synthetic-00615,0.5737,0.0812,0.3471,12,0.4254,48,0.0812,0.4941,0.4259,0.4383,0.1022,0.4889,0.4807,8,0.5367,0.4424,0.4444,4,48,1,Synthetic Region Group C,0
synthetic-00616,0.5318,0.0708,0.3177,7,0.5076,49,0.0437,0.5742,0.3996,0.5276,0.1191,0.5324,0.6324,5,0.5035,0.6293,0.4109,3,54,1,Synthetic Region Group D,1
synthetic-00617,0.8022,0.0608,0.2895,12,0.7661,69,0.042,0.8151,0.309,0.8364,0.073,0.8796,0.8121,0,0.864,0.8744,0.2719,0,67,1,Synthetic Region Group A,1
synthetic-00618,0.7068,0.0696,0.3777,12,0.7037,51,0.0865,0.6212,0.2608,0.629,0.0376,0.7282,0.6835,0,0.6282,0.61,0.3404,0,53,1,Synthetic Region Group B,1
synthetic-00619,0.4564,0.1096,0.394,12,0.4433,43,0.1146,0.5205,0.3691,0.4963,0.0706,0.577,0.5043,7,0.5279,0.5369,0.3812,4,50,1,Synthetic Region Group C,0
synthetic-00620,0.5964,0.0959,0.2712,7,0.5295,50,0.1284,,,,,0.5473,,,0.6421,0.6175,0.3731,4,51,0.7,Synthetic Region Group D,0
